SITE_NAME,SITE_TYPE,SITE_ADDRESS_1,SITE_ADDRESS_2,SITE_CITY,SITE_STATE,SITE_ZIP,SITE_PHONE,SITE_PHONE_EXT,CONTACT_FIRST_NAME,CONTACT_LAST_NAME,CONTACT_PHONE,SPONSORING_ORGANIZATION,START_DATE,END_DATE,DAYS_OF_OPERATION,HOURS_OPEN,BREAKFAST_TIME,LUNCH_TIME,SNACK_TIME,SUPPER_TIME,MEAL_TYPES_SERVED
"MILTON ACADEMY SITE 1 (SF-232-002)",Closed,"170 Centre Street","Milton Academy quad behind stud. ctr.",Milton,MA,2186,6176977774," ",Chris,Parris,617-423-6300,"Steppingstone Foundation Inc. (13-035-SF-232)",2018/07/02,2018/08/10,"M,T,W,TH,F","07:30 AM - 01:00 PM",07:30:00,11:45:00," "," ","B,L"
"THE LEARNING PROJECT @ MARLBOROUGH ST. (SF-234-002)",Closed,"107 Marlborough St."," ",Boston,MA,2116,617-266-8427," ",Lane,Dussault,617-266-8427,"The Learning Project (13-035-SF-234)",2018/07/16,2018/08/03,"M,T,W,TH,F","11:30 AM - 12:40 PM"," ",11:30:00," "," ",L
"THE NEWMAN SCHOOL (SF-234-003)",Closed,"247 Marlborough Street"," ",Boston,MA,2116,617-266-8427," ",Lane,Dussault,617-266-8427,"The Learning Project (13-035-SF-234)",2018/07/16,2018/08/03,"M,T,W,TH,F","11:40 AM - 12:10 PM"," ",11:40:00," "," ",L
"CAMP WING (SF-23C-001)",Camp,"742 KEENE STREET"," ",DUXBURY,MA,2332,617-765-7556," ",Ben,Palmer,617-765-7556,"Crossroads For Kids (13-035-SF-23C)",2018/06/29,2018/08/24,"S,M,T,W,TH,F,SA","08:00 AM - 07:00 PM",08:00:00,12:45:00," ",18:00:00,"B,L,S"
"CAMP MITTON (SF-23C-002)",Camp,"46 FEATHERBED LANE"," ",BREWSTER,MA,2631,617-765-7556," ",William,Ashworth,617-765-7556,"Crossroads For Kids (13-035-SF-23C)",2018/06/29,2018/08/24,"S,M,T,W,TH,F,SA","08:00 AM - 06:50 PM",08:00:00,13:20:00," ",18:20:00,"B,L,S"
"CAMP LAPHAM (SF-23C-003)",Camp,"731 SOUTH ROAD"," ",ASHBY,MA,1431,6177657556," ",Lisa,Bower,6177657556,"Crossroads For Kids (13-035-SF-23C)",2018/06/27,2018/08/18,"S,M,T,W,TH,F,SA","09:00 AM - 06:30 PM",09:00:00,13:00:00," ",18:00:00,"B,L,S"
"MA HIGHER ED ASSISTANCE CORP/Stonehill (SF-242-001)",Camp,"320 Washington Street"," ","Easton Ma",MA,2357,508-565-1616," ",Lecia,Sligh,508-586-3155,"MA Higher Ed. Assistance (13-035-SF-242)",2018/07/01,2018/08/10,"M,T,W,TH,F","07:00 AM - 05:45 PM",07:00:00,12:00:00," ",16:45:00,"B,L,S"
"PAUL MCLAUGHLIN YOUTH CTR. (SF-243-001)",Closed,"1135 DORCHESTER AVE."," ",DORCHESTER,MA,2125,617-288-7120," ",SANDRA,MCNEIL,617-288-7120,"Boys & Girls Club of Dorchester (13-035-SF-243)",2018/07/10,2018/08/16,"M,T,W,TH,F","08:30 AM - 01:30 PM",08:30:00,12:30:00," "," ","B,L"
"WALTER DENNY YOUTH CENTER (SF-243-002)",Closed,"270 MT. VERNON ST."," ",DORCHESTER,MA,2125,617-288-7120," ",SANDRA,MCNEIL,617-288-7120,"Boys & Girls Club of Dorchester (13-035-SF-243)",2018/07/10,2018/08/16,"M,T,W,TH,F","09:00 AM - 01:00 PM",09:00:00,12:30:00," "," ","B,L"
"COLONEL DANIEL MARR CTR. (SF-243-003)",Closed,"35 DEER ST."," ",DORCHESTER,MA,2125,617-288-7120," ",SANDRA,MCNEIL,617-288-7120,"Boys & Girls Club of Dorchester (13-035-SF-243)",2018/07/10,2018/08/16,"M,T,W,TH,F","06:00 PM - 10:00 PM"," "," ",21:00:00,18:00:00,"S,A"
"COLONEL DANIEL MARR CTR. II (SF-243-004)",Closed,"35 DEER ST."," ",DORCHESTER,MA,2125,617-288-7120," ",SANDRA,MCNEIL,617-288-7120,"Boys & Girls Club of Dorchester (13-035-SF-243)",2018/07/01,2018/08/31,"M,T,W,TH,F","08:30 AM - 01:30 PM",08:30:00,12:30:00," "," ","B,L"
"TWELFTH BAPTIST CHURCH/SSEP (SF-256-001)",Closed,"150 Warren St."," ",Roxbury,MA,2119,617-442-7855," ",Darryl,Simpson,617-427-5158,"S.A.M.H. CORPORATION (13-035-SF-256)",2018/07/05,2018/08/24,"M,T,W,TH,F","07:00 AM - 01:00 PM",07:00:00,12:00:00," "," ","B,L"
"Shaloh School Oholei Torah (SF-272-000)",Camp,"29 Chestnut Hill Avenue"," ",Brighton,MA,2135,"617 787 2200"," ",Elana,Markov,617-787-2000,"Shaloh School Oholei Torah (13-035-SF-272)",2018/06/25,2018/08/17,"M,T,W,TH,F","09:15 AM - 03:15 PM",09:15:00,11:45:00,15:00:00," ","B,L,A"
"Fresh Food Co @ Warren Towers (SF-30-001)",Camp,"700 Commonwealth Avenue"," ",BOSTON,MA,2215,"(617) 353-2050"," ",Courtney,Neagle,617-358-5450,"Boston University Upward Bound (13-035-SF-30)",2018/06/25,2018/08/03,"M,T,W,TH,F","07:30 AM - 06:00 PM",07:30:00,11:30:00," ",17:00:00,"B,L,S"
"CAMP WONDERLAND (SF-48C-001)",Camp,"186 MASSAPOAG AVENUE"," ",SHARON,MA,2067,781-784-5934," ",Evelyn,Caldwell,781-784-5934,"The Salvation Army - Boston (13-035-SF-48C)",2018/06/23,2018/08/14,"S,M,T,W,TH,F,SA","07:45 AM - 06:00 PM",07:45:00,11:45:00," ",16:45:00,"B,L,S"
"FOURTH PRESBYTERIAN CHURCH (SF-67-001)",Open,"340 DORCHESTER ST."," ","SOUTH BOSTON",MA,2127,617-268-1281," ",Katie,Cole,617-701-6281,"Fourth Presbyterian Church (13-035-SF-67)",2018/07/09,2018/08/17,"M,T,W,TH,F","08:45 AM - 12:50 PM",08:45:00,12:00:00," "," ","B,L"
"VINTON STREET HOPE INITIATIVE (SF-67-002)",Open,"5 VINTON ST"," ","SOUTH BOSTON",MA,2127,617-268-1281," ",Katie,Cole,617-268-1281,"Fourth Presbyterian Church (13-035-SF-67)",2018/07/09,2018/08/24,F,"06:00 PM - 07:00 PM"," "," "," ",18:00:00,S
"TIERNEY LEARNING CENTER (SF-67-003)",Open,"125 Mercer Street"," ","South Boston",MA,2127,617-850-9157," ",Katie,Cole,617-701-6281,"Fourth Presbyterian Church (13-035-SF-67)",2018/07/10,2018/08/21,T,"06:00 PM - 07:00 PM"," "," "," ",18:00:00,S
"MARY ELLEN MCCORMACK (SF-67-004)",Open,"345 Old Colony Ave."," ","South Boston",MA,2127,617-701-6281," ",Katie,Cole,617-701-6281,"Fourth Presbyterian Church (13-035-SF-67)",2018/07/12,2018/08/23,TH,"06:00 PM - 07:00 PM"," "," "," ",18:00:00,S
"BOSSOM PARK (SF-129-001)",Open,"BELLINGHAM ST."," ",CHELSEA,MA,2150,"617 466 5420"," ",Amanda,Muniz,"617 466 5420","Chelsea School Department (13-057-SF-129)",2018/07/02,2018/08/10,"M,T,W,TH,F","08:15 AM - 12:30 PM",08:15:00,11:30:00," "," ","B,L"
"BURKE COMPLEX (SF-129-003)",Open,"CRESCENT AVE."," ",CHELSEA,MA,2150,617-466-5420," ",Amanda,Muniz,"617 466 5420","Chelsea School Department (13-057-SF-129)",2018/06/25,2018/08/10,"M,T,W,TH,F","08:00 AM - 12:45 PM",08:00:00,11:15:00," "," ","B,L"
"WILLIAMS MIDDLE SCHOOL (SF-129-004)",Open,"180 WALNUT ST."," ",CHELSEA,MA,2150,617-466-5420," ",Amanda,Muniz,"617 466-5420","Chelsea School Department (13-057-SF-129)",2018/07/02,2018/08/10,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,12:00:00," "," ","B,L"
"SALVATION ARMY-KIDS CLUB (SF-129-005)",Closed,"258 CHESTNUT ST."," ",CHELSEA,MA,2150,617-466-5420," ",Amanda,Muniz,"617 466-5420","Chelsea School Department (13-057-SF-129)",2018/06/25,2018/08/17,"M,T,W,TH,F","08:00 AM - 12:30 PM",08:00:00,12:00:00," "," ","B,L"
"CHELSEA HIGH SCHOOL (SF-129-006)",Open,"299 EVERETT AVENUE"," ",CHELSEA,MA,2150,617-466-5420," ",Amanda,Muniz,"617 466-5420","Chelsea School Department (13-057-SF-129)",2018/07/02,2018/07/26,"M,T,W,TH","07:30 AM - 01:00 PM",07:30:00,11:30:00," "," ","B,L"
"EARLY LEARNING CENTER (SF-129-008)",Closed,"99 HAWTHORNE STREET"," ",CHELSEA,MA,2150,617-466-5420," ",Amanda,Muniz,"617 466-5420","Chelsea School Department (13-057-SF-129)",2018/06/25,2018/08/03,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"MACE DEVELOPMENT (SF-129-010)",Open,"(NEAR) 427 CRESCENT AVENUE"," ",CHELSEA,MA,2150,617-889-8440," ",Amanda,Muniz,"617 466-5420","Chelsea School Department (13-057-SF-129)",2018/07/02,2018/08/10,"M,T,W,TH,F","07:45 AM - 11:45 AM",07:45:00,11:15:00," "," ","B,L"
"QUIGLEY PARK (SF-129-011)",Open,"ESSEX STREET"," ",CHELSEA,MA,2150,617-466-5420," ",Amanda,Muniz,"617 466-5420","Chelsea School Department (13-057-SF-129)",2018/07/02,2018/08/10,"M,T,W,TH,F","09:00 AM - 01:00 PM",09:00:00,12:30:00," "," ","B,L"
"REPICI PARK (SF-129-013)",Open,"174 CENTRAL ST."," ",CHELSEA,MA,2150,617-466-5420," ",Amanda,Muniz,"617 466-5420","Chelsea School Department (13-057-SF-129)",2018/07/02,2018/08/10,"M,T,W,TH,F","08:45 AM - 12:45 PM",08:45:00,12:15:00," "," ","B,L"
"LOCKE STREET (SF-129-016)",Open,"LOCKE ST."," ",CHELSEA,MA,2150,617-466-5420," ",Amanda,Muniz,"617 466-5420","Chelsea School Department (13-057-SF-129)",2018/07/02,2018/08/10,"M,T,W,TH,F","08:15 AM - 12:15 PM",08:15:00,11:45:00," "," ","B,L"
"PRATVILLE APTS. (SF-129-017)",Open,"33 GUAM RD."," ",CHELSEA,MA,2150,617-466-5420," ",Amanda,Muniz,"617 466-5420","Chelsea School Department (13-057-SF-129)",2018/07/02,2018/08/10,"M,T,W,TH,F","08:00 AM - 12:00 PM",08:00:00,11:30:00," "," ","B,L"
"CHELSEA POOL DCR (SF-129-019)",Open,"184 CARTER STREET"," ",CHELSEA,MA,2150,617-466-5420," ",Amanda,Muniz,"617 466-5420","Chelsea School Department (13-057-SF-129)",2018/06/25,2018/08/17,"M,T,W,TH,F","12:30 PM - 01:30 PM"," ",12:30:00," "," ",L
"CHELSEA PUBLIC LIBRARY (SF-129-020)",Open,"569 BROADWAY"," ",CHELSEA,MA,2150,"617 466 5420"," ",AMANDA,MUNIZ,"617 466 5420","Chelsea School Department (13-057-SF-129)",2018/07/02,2018/08/17,"M,T,W,TH,F","11:30 AM - 01:00 PM"," ",11:30:00," "," ",L
"JORDAN BOYS & GIRLS CLUB (SF-129-022)",Closed,"30 WILLOW STREET"," ",CHELSEA,MA,2150,"617 466 5420"," ",AMANDA,MUNIZ,SAME,"Chelsea School Department (13-057-SF-129)",2018/07/09,2018/08/17,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"BOX DISTRICT PARK (SF-129-023)",Open,"71 GERRISH aVE"," ",CHELSEA,MA,2150,"617 466 5420"," ",AMANDA,MUNIZ,SAME,"Chelsea School Department (13-057-SF-129)",2018/07/02,2018/08/10,"M,T,W,TH,F","08:15 AM - 12:15 PM",08:15:00,11:45:00," "," ","B,L"
"REVERE HOUSING AUTH COOLEDGE (SF-2-002)",Open,"70 COOLEDGE ST."," ",REVERE,MA,2151,781-284-4394," ",Pauline,Lyons,781-388-3540,"Revere Public Schools (13-248-SF-2)",2018/07/02,2018/08/17,"M,T,W,TH,F","11:30 AM - 01:00 PM"," ",11:30:00," "," ",L
"REVERE HOUSING AUTH ROSE ST (SF-2-003)",Open,"ROSE STREET"," ",REVERE,MA,2151,781-284-4394," ",Pauline,Lyons,781-388-3540,"Revere Public Schools (13-248-SF-2)",2018/07/02,2018/08/17,"M,T,W,TH,F","11:30 AM - 01:00 PM"," ",11:30:00," "," ",L
"ROCA-COSTA PARK (SF-2-005)",Open,"COSTA PARK/SHIRLEY AVE"," ",REVERE,MA,2151,781-286-8303," ",Pauline,Lyons,781-388-3540,"Revere Public Schools (13-248-SF-2)",2018/06/27,2018/08/17,"M,T,W,TH,F","08:00 AM - 01:00 PM",08:00:00,11:00:00," "," ","B,L"
"LOUIS PASTEUR PARK (SF-2-011)",Open,"ENDICOTT AVE."," ",REVERE,MA,2151,781-286-8311," ",Pauline,Lyons,781-388-3540,"Revere Public Schools (13-248-SF-2)",2018/07/02,2018/08/17,"M,T,W,TH,F","11:30 AM - 01:00 PM"," ",11:30:00," "," ",L
"SONNY MEYERS PARK (SF-2-012)",Open,"120 BEACH ST."," ",REVERE,MA,2151,781-286-8260," ",Pauline,Lyons,781-388-3540,"Revere Public Schools (13-248-SF-2)",2018/06/27,2018/08/17,"M,T,W,TH,F","11:00 AM - 01:00 PM"," ",11:00:00," "," ",L
"CIARLONE PARK (SF-2-021)",Open,"NEWHALL STREET"," ",REVERE,MA,2151,781-286-8303," ",Pauline,Lyons,781-388-3540,"Revere Public Schools (13-248-SF-2)",2018/07/02,2018/08/17,"M,T,W,TH,F","11:30 AM - 01:00 PM"," ",11:30:00," "," ",L
"REVERE BEACH BANDSTAND #2 (SF-2-027)",Open,"REVERE BEACH"," ",REVERE,MA,2151,781-286-8260," ",PAULINE,LYONS,781-485-8453,"Revere Public Schools (13-248-SF-2)",2018/06/27,2018/08/17,"M,T,W,TH,F","11:00 AM - 01:00 PM"," ",11:00:00," "," ",L
"BEACHMONT SCHOOL (SF-2-036)",Open,"15 Everard Street"," ",Revere,MA,2151,781-286-8316," ",Pauline,Lyons," ","Revere Public Schools (13-248-SF-2)",2018/06/27,2018/08/17,"M,T,W,TH,F","08:00 AM - 01:00 PM",08:00:00,11:00:00," "," ","B,L"
"RUMNEY MARSH ACADEMY (SF-2-040)",Closed,"140 AMERICAN LEGION HIGHWAY"," ",REVERE,MA,2151,781-388-3500," ",PAULINE,LYONS,781-388-3500,"Revere Public Schools (13-248-SF-2)",2018/06/27,2018/08/17,"M,T,W,TH","08:00 AM - 12:00 PM",08:00:00,11:00:00," "," ","B,L"
"LINCOLN SCHOOL (SF-2-041)",Open,"68 TUCKERMAN ST."," ",REVERE,MA,2151,781-286-8311," ",PAULINE,LYONS,781-286-8311,"Revere Public Schools (13-248-SF-2)",2018/06/27,2018/08/16,"M,T,W,TH,F","08:00 AM - 12:00 PM",08:00:00,11:00:00," "," ","B,L"
"PAUL REVERE SCHOOL (SF-2-042)",Open,"395 REVERE ST."," ",REVERE,MA,2151,781-286-8311," ",PAULINE,LYONS,781-286-8311,"Revere Public Schools (13-248-SF-2)",2018/06/27,2018/08/17,"M,T,W,TH,F","08:00 AM - 01:00 PM",08:00:00,11:00:00," "," ","B,L"
"A. C. WHELAN SCHOOL (SF-2-043)",Closed,"107 NEWHALL ST."," ",REVERE,MA,2151,781-286-8311," ",PAULINE,LYONS,781-286-8311,"Revere Public Schools (13-248-SF-2)",2018/06/27,2018/08/17,"M,T,W,TH,F","08:00 AM - 12:00 PM",08:00:00,11:00:00," "," ","B,L"
"REVERE HIGH SCHOOL (SF-2-045)",Closed,"101 SCHOOL ST."," ",REVERE,MA,2151,781-286-8222," ",PAULINE,LYONS,781-286-8222,"Revere Public Schools (13-248-SF-2)",2018/06/27,2018/08/17,"M,T,W,TH","08:00 AM - 12:00 PM",08:00:00,11:00:00," "," ","B,L"
"HILL SCHOOL (SF-2-211)",Closed,"Park Avenue"," ",Revere,MA,2151,781-284-1591," ",Pauline,Lyons,781-284-1591,"Revere Public Schools (13-248-SF-2)",2018/06/27,2018/07/12,"M,T,W,TH,F","08:00 AM - 01:00 PM",08:00:00,11:00:00," "," ","B,L"
"AMERICAN LEGION HALL (FARMER'S MARKET) (SF-2-213)",Open,"249 Broadway"," ",Revere,MA,2151,781-338-3540," ",Pauline,Lyons,781-338-3540,"Revere Public Schools (13-248-SF-2)",2018/07/06,2018/08/17,F,"11:30 AM - 01:00 PM"," ",11:30:00," "," ",L
"YOUTH ZONE (SF-2-214)",Closed,"300 BROADWAY"," ",REVERE,MA,2151,781-485-6030," ",Leslie,Heffron,781-485-6030,"Revere Public Schools (13-248-SF-2)",2018/07/02,2018/08/10,"M,T,W,TH,F","08:00 AM - 09:00 PM",08:00:00," "," "," ",B
"ATHOL COMMUNITY ELEMENTARY SCHOOL (SF-282-002)",Open,"1064 Pleasant St."," ",Athol,MA,1331,978-249-2406," ",Lisa,Ellis," ","Athol-Royalston Regional School District (14-015-SF-282)",2018/06/25,2018/08/17,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"ATHOL YMCA CAMP SELAH (SF-282-003)",Closed,"10 Tully Road"," ",Athol,MA,1331,978-249-3305," ",Samantha,Korpi," ","Athol-Royalston Regional School District (14-015-SF-282)",2018/06/25,2018/08/17,"M,T,W,TH,F","08:00 AM - 12:30 PM",08:00:00,11:30:00," "," ","B,L"
"ATHOL COTTAGE STREET APTS. (SF-282-004)",Open,"198 Harrington St."," ",Athol,MA,1331,978-249-6268," ",Donna,Turner," ","Athol-Royalston Regional School District (14-015-SF-282)",2018/07/02,2018/08/17,"M,T,W,TH,F","09:00 AM - 12:00 PM",09:00:00,11:30:00," "," ","B,L"
"ATHOL PUBLIC LIBRARY (SF-282-005)",Open,"568 Main Street"," ",Athol,MA,1331,978-249-9515," ",Dawna,Turner," ","Athol-Royalston Regional School District (14-015-SF-282)",2018/06/25,2018/08/17,"M,T,W,TH,F","11:30 AM - 12:00 PM"," ",11:30:00," "," ",L
"SILVER LAKE PLAYGROUND (SF-282-006)",Open,"1 Silver Lake Park"," ",Athol,MA,1331,978-249-2438," ",Dawna,Turner," ","Athol-Royalston Regional School District (14-015-SF-282)",2018/06/25,2018/08/17,"M,T,W,TH,F","12:00 PM - 12:30 PM"," ",12:00:00," "," ",L
"SALVATION ARMY ATHOL (SF-282-007)",Open,"107 Ridge Avenue"," ",Athol,MA,1331,978-249-8111," ",Jeannie,Olsen," ","Athol-Royalston Regional School District (14-015-SF-282)",2018/06/25,2018/08/17,"M,T,W,TH,F","08:00 AM - 12:00 PM",08:00:00,11:30:00," "," ","B,L"
"ATHOL ROYALSTON MIDDLE SCHOOL (SF-282-008)",Open,"1062 Pleasant St."," ",Athol,MA,1331,978-249-2430," ",Denise,King," ","Athol-Royalston Regional School District (14-015-SF-282)",2018/06/25,2018/08/17,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,12:00:00," "," ","B,L"
"ROYALSTON PUBLIC LIBRARY (SF-282-009)",Open,"19 The Comn."," ",Royalston,MA,1368,978-249-2406," ",Samantha,Korpi," ","Athol-Royalston Regional School District (14-015-SF-282)",2018/07/05,2018/08/17,"M,T,W,TH,F","11:30 AM - 11:50 AM"," ",11:30:00," "," ",L
"ROYALSTON PLAYGROUND (SF-282-010)",Open,"Pleasant St."," ",Royalston,MA,1368,978-249-2406," ",Samantha,Korpi," ","Athol-Royalston Regional School District (14-015-SF-282)",2018/07/05,2018/08/17,"M,T,W,TH,F","12:00 PM - 12:20 PM"," ",12:00:00," "," ",L
"FITCHBURG HIGH SCHOOL (SF-202-001)",Open,"140 ARN-HOW FARM ROAD"," ",FITCHBURG,MA,1420,978-348-2328," ",David,Semenza,978-345-3284,"Fitchburg School Department (14-097-SF-202)",2018/06/25,2018/08/10,"M,T,W,TH,F","07:45 AM - 11:45 AM",07:45:00,11:00:00," "," ","B,L"
"MCKAY CAMPUS ELEMENTARY SCHOOL (SF-202-003)",Open,"67 Rindge Road"," ",Fitchburg,MA,1420,978-665-3187," ",David,Semenza," ","Fitchburg School Department (14-097-SF-202)",2018/07/02,2018/08/09,"M,T,W,TH","09:00 AM - 12:35 PM",09:00:00,12:00:00," "," ","B,L"
"PARK HILL PARK (SF-202-004)",Open,"225 Pratt Road"," ",Fitchburg,MA,1420,978-345-3285," ",David,Semenza," ","Fitchburg School Department (14-097-SF-202)",2018/07/02,2018/08/24,"M,T,W,TH,F","09:00 AM - 12:00 PM",09:00:00,11:00:00," "," ","B,L"
"SOUTH ST ELEMENTARY SCHOOL (SF-202-006)",Open,"376 SOUTH ST"," ",FITCHBURG,MA,1420,978-345-3284," ",David,Semenza,978-345-3284,"Fitchburg School Department (14-097-SF-202)",2018/07/02,2018/07/26,"M,T,W,TH","08:00 AM - 12:00 PM",08:00:00,11:15:00," "," ","B,L"
"COOLIDGE PARK (SF-202-008)",Open,"Corner of Pearl St. and J. Fitch Hwy"," ",Fitchburg,MA,1420,978-345-3285," ",David,Semenza,978-345-3285,"Fitchburg School Department (14-097-SF-202)",2018/07/02,2018/08/24,"M,T,W,TH,F","09:00 AM - 12:00 PM",09:00:00,11:15:00," "," ","B,L"
"FITCHBURG YMCA (SF-202-013)",Open,"55 Wallace Avenue"," ",Fitchburg,MA,1440,978-345-3285," ",David,Semenza,978-345-3285,"Fitchburg School Department (14-097-SF-202)",2018/06/25,2018/08/24,"M,T,W,TH,F","07:00 AM - 12:45 PM",07:00:00,12:00:00," "," ","B,L"
"GUSTAVE JOHNSON MEMORIAL SWIMMING POOL (SF-202-015)",Open,"35 Wanoosnock Avenue"," ",Fitchburg,MA,1420,978-345-3285," ",David,Semenza," ","Fitchburg School Department (14-097-SF-202)",2018/07/02,2018/08/17,"M,T,W,TH,F","12:15 PM - 01:00 PM"," ",12:15:00," "," ",L
"BOYS & GIRLS CLUB - LEOMINSTER (SF-202-016)",Open,"365 Lindell Avenue"," ",Leominster,MA,1453,978-534-8358," ",Rocco,Spagnuolo,978-534-8358,"Fitchburg School Department (14-097-SF-202)",2018/06/25,2018/08/03,"M,T,W,TH,F","08:55 AM - 12:30 PM",08:55:00,12:00:00," "," ","B,L"
"CLINTON PARK & RECREATION (SF-202-017)",Open,"200 W. Boylston St."," ",Clinton,MA,1510,978-365-4140," ",Rosa,Kairit," ","Fitchburg School Department (14-097-SF-202)",2018/06/25,2018/08/10,"M,T,W,TH,F","12:00 PM - 12:20 PM"," ",12:00:00," "," ",L
"FITCHBURG PUBLIC LIBRARY (SF-202-018)",Open,"610 Main Street"," ",Fitchburg,MA,1420,978-829-1783," ",Nicole,Irwin," ","Fitchburg School Department (14-097-SF-202)",2018/07/02,2018/08/10,"M,T,W,TH,F","11:30 AM - 12:15 PM"," ",11:30:00," "," ",L
"LUNENBURG PUBLIC LIBRARY (SF-202-019)",Open,"1023 Massachusetts Ave"," ",Lunenburg,MA,1462,978-582-4140," ",Debra,Lafond," ","Fitchburg School Department (14-097-SF-202)",2018/06/25,2018/08/08,"M,W","12:00 PM - 12:30 PM"," ",12:00:00," "," ",L
"CAPS COLLABORATIVE GATEWAY (SF-202-020)",Closed,"2 Narrows Road"," ",Westminster,MA,1473,978-632-2208," ",David,Semenza," ","Fitchburg School Department (14-097-SF-202)",2018/07/10,2018/08/16,"T,W,TH","08:30 AM - 12:00 PM",08:30:00,11:30:00," "," ","B,L"
"PHILIP J. WEIHN MEM. SWIMMING POOL (SF-202-021)",Open,"155 W. Boylston St."," ",Clinton,MA,1510,978-365-4684," ",David,Semenza," ","Fitchburg School Department (14-097-SF-202)",2018/07/02,2018/08/10,"M,T,W,TH,F","11:50 AM - 12:25 PM"," ",11:50:00," "," ",L
"FLLAC COLLABORATIVE (SF-202-022)",Open,"44 Wanoosnoc Road"," ",Fitchburg,MA,1420,978-345-5250," ",Cindi,Peterson," ","Fitchburg School Department (14-097-SF-202)",2018/07/02,2018/08/02,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,12:00:00," "," ","B,L"
"NORTH CENTRAL WIC (SF-202-023)",Open,"375 Nichols Road"," ",Fitchburg,MA,1420,978-345-6272," ",Melissa,Magane," ","Fitchburg School Department (14-097-SF-202)",2018/06/26,2018/08/17,"T,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"MEMORIAL MIDDLE SCHOOL (SF-202-024)",Open,"615 Rollstone St."," ",Fitchburg,MA,1420,978-345-3285," ",David,Semenza," ","Fitchburg School Department (14-097-SF-202)",2018/07/02,2018/07/26,"M,T,W,TH","08:05 AM - 12:00 PM",08:05:00,11:15:00," "," ","B,L"
"LOWE PLAYGROUND (SF-202-026)",Open,"174 Elm St."," ",Fitchburg,MA,1420,978-345-3285," ",David,Semenza," ","Fitchburg School Department (14-097-SF-202)",2018/07/09,2018/08/24,"M,T,W,TH,F","11:35 AM - 12:05 PM"," ",11:35:00," "," ",L
"SALEM STREET PLAYGROUND (SF-202-027)",Open,"Salem & Beekman Street"," ",Fitchburg,MA,1420,978-345-3285," ",David,Semenza," ","Fitchburg School Department (14-097-SF-202)",2018/08/16,2018/08/16,TH,"11:00 AM - 12:30 PM"," ",11:00:00," "," ",L
"GATEWAY PARK (SF-202-028)",Open,"19 Sheldon Street"," ",Fitchburg,MA,1420,978-345-3285," ",David,Semenza," ","Fitchburg School Department (14-097-SF-202)",2018/07/19,2018/07/19,TH,"11:00 AM - 12:30 PM"," ",11:00:00," "," ",L
"CALDWELL PARK (SF-202-029)",Open,"Main and Caldwell Street"," ",Fitchburg,MA,1420,978-345-3285," ",David,Semenza," ","Fitchburg School Department (14-097-SF-202)",2018/08/02,2018/08/02,TH,"11:00 AM - 12:30 PM"," ",11:00:00," "," ",L
"HOWARTH PARK (SF-202-030)",Open,"Rollstone and Laurel St."," ",Fitchburg,MA,1420,978-345-3285," ",David,Semenza," ","Fitchburg School Department (14-097-SF-202)",2018/08/09,2018/08/09,TH,"11:00 AM - 12:30 PM"," ",11:00:00," "," ",L
"PHILLIPS PLAYGROUND (SF-202-031)",Open,"842 Westminster Hill Road"," ",Fitchburg,MA,1420,978-345-3285," ",David,Semenza," ","Fitchburg School Department (14-097-SF-202)",2018/07/26,2018/07/26,TH,"11:00 AM - 12:30 PM"," ",11:00:00," "," ",L
"FITCHBURG STATE UPWARD BOUND (SF-220-001)",Camp,"160 Pearl Street"," ",Fitchburg,MA,1420,978-665-3439," ",Julie,Primeau,978-665-3011,"Fitchburg State College UPW BD (14-097-SF-220)",2018/07/05,2018/08/03,"M,T,W,TH,F","07:15 AM - 06:00 PM",07:15:00,12:00:00," ",17:15:00,"B,L,S"
"FITCHBURG STATE UPWARD BOUND-MATH & SCIE (SF-220-002)",Camp,"160 Pearl St.","Hammond Hall",Fitchburg,MA,1420,978-665-3439," ",Adam,Keese," ","Fitchburg State College UPW BD (14-097-SF-220)",2018/07/05,2018/08/03,"M,T,W,TH,F","07:15 AM - 06:00 PM",07:15:00,12:00:00," ",17:15:00,"B,L,S"
"CROCKER PARK/ PLAYGROUND (SF-98-017)",Open,"520 Westminister St"," ",Fitchburg,MA,1420,978-829-1818," ",Nathan,LaRose,978-829-1818,"Fitchburg Recreation Dept. (14-097-SF-98)",2018/07/09,2018/08/24,"M,T,W,TH,F","11:00 AM - 12:00 PM"," ",11:00:00," "," ",L
"MWCC Upward Bnd/MS @Fitchburg State Univ (SF-240-001)",Camp,"160 Pearl St","Fitchburg State Univeristy",Fitchburg,MA,1420,978-235-3576," ",Angele,Goss," ","Mt. Wachusett Community College (14-103-SF-240)",2018/06/25,2018/08/02,"M,T,W,TH,F","07:30 AM - 06:00 PM",07:30:00,12:15:00," ",17:00:00,"B,L,S"
